id,stock_id,ReportNo,shape,carats,col,clar,cut,pol,symm,flo,floCol,length,width,height,depth,table,culet,lab,girdle,eyeclean,brown,green,milky,actual_supplier,discount,price,price_per_carat,video,video_frames,image,pdf,mine_of_origin,canada_mark_eligble,supplier_name,location,is_returnable,supplier_id,
2367,LD19128326,1348509828,PRINCESS,0.52,F,SI1,-,EX,VG,NON,,4.33,4.3,3.21,74.6,70,None,GIA,THK to VTK,100%,Not brown,Not green,Not milky,Laxmi,,-47.68%,629,1208.69,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/f28a6487-e4ee-44e6-8cca-04992995e2b0.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1348509828.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
2368,NS-6B,2336615955,ROUND,0.35,H,SI1,EX,EX,EX,MED,Yellow,4.57,4.58,2.73,59.6,60,None,GIA,MED to STK,,Not brown,,Not milky,Super Solitaire Hk Ltd,,-35.29%,392,1121,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2336615955.pdf,,,,HK,N,3ccba1c2-3018-4066-8aaa-e73401d0c3d4
2369,EF3-2A,3345760909,ROUND,0.91,F,IF,EX,EX,EX,NON,,6.21,6.18,3.82,61.7,59,NON,GIA,MED to STK,100%,Not brown,Not green,,African star (hk) ltd,,-33.00%,5749,6318.1,,,,,,,,HK,N,f6e0efcb-9b29-42a6-9721-b7322986b542
2370,HK1436039,5202883277,ROUND,0.4,I,VVS1,EX,EX,EX,MED,Blue,4.81,4.84,2.86,59.4,60,None,GIA,THN to MED,100%,,,Not milky,Hari Krishna,,-45.18%,512,1281,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5202883277.pdf,,,,HK,N,1d8066ed-4b96-490d-9dd5-e68a649fd592
2371,LD19094546,7332815006,ROUND,0.24,E,VS1,EX,EX,EX,FNT,,3.97,3.94,2.48,62.6,56,NON,GIA,MED,100%,Not brown,Not green,Not milky,Laxmi,,-7.00%,340,1417.75,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/fc43f451-1454-48e7-a99a-f9b13e841e85.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19094546.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
2372,LD19094610,2336815014,ROUND,0.2,E,VS1,EX,EX,EX,NON,,3.8,3.77,2.3,60.9,60,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,,9.00%,281,1403.45,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/7e572342-8291-4bb5-bb44-5b4164559dd7.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19094610.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
2373,NA11734324646,5343804681,ROUND,0.5,E,VS2,EX,EX,EX,MED,Blue,5.01,5.06,3.19,63.4,56,None,GIA,MED to STK,,,,,China Star ,,-47.88%,968,1936.32,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5343804681.pdf,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
2374,LD191010285,5343054032,PEAR,0.5,D,VVS2,-,VG,VG,NON,,7,4.32,2.74,63.5,62,NON,GIA,THK to VTK,100%,Not brown,Not green,Not milky,Laxmi,,-45.00%,938,1875,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly93d3cuY2VydGlmaWVkc3RvbmUuaW5mby92aWV3ZXIvVmlzaW9uMzYwLmh0bWw/ZD1MRDE5MTAxMDI4NQ==,128,https://nivoda-images.s3.eu-west-2.amazonaws.com/41f02590-36e8-4b50-943c-4246ca6636e9.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD191010285.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
2375,JL16897674486,6342510063,ROUND,0.31,I,VVS1,EX,EX,EX,FNT,,4.34,4.36,2.68,61.5,60,None,GIA,STK,100%,,,,China Star ,,-51.58%,330,1065.16,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6342510063.pdf,,,,unknown,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
2376,397787,3355023594,ROUND,0.5,H,VVS2,EX,EX,EX,NON,,5.04,5.06,3.16,62.5,58,None,GIA,MED to STK,100%,Not brown,Not green,,Janam Corporation Pvt Ltd,,-27.00%,1235,2469.24,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/3355023594.pdf,,,,IN,Y,c238a51d-5b9e-40fb-ac80-7dad05bef5e5
2377,213991,3345808973,ROUND,0.5,F,VS2,EX,EX,VG,MED,Blue,5.09,5.04,3.18,62.7,56,NON,GIA,MED to STK,,Not brown,Not green,,Janam Corporation Pvt Ltd,,-33.96%,1153,2305.42,,,,TRUE,,,,IN,Y,c238a51d-5b9e-40fb-ac80-7dad05bef5e5
2378,G423-137878,7356100707,ROUND,0.7,K,SI2,VG,EX,VG,FNT,,5.64,5.66,3.46,61.2,61,None,GIA,STK to THK,80%,,,,Shivam Jewels,,-39.81%,915,1306.84,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly9zandvcmxkaW1nLmF6dXJlZWRnZS5uZXQvc2ppbWcvaW1hZ2VzL1Zpc2lvbjM2MC5odG1sP2Q9RzQyMy0xMzc4Nzg=,256,https://nivoda-images.s3.eu-west-2.amazonaws.com/e3f85ce0-839e-487b-86f1-748db4f2d418.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7356100707.pdf,,,,IN,N,30e7f681-ab85-4b0e-b046-c4b9abd2ef1e
2379,G424-138280,7358119078,ROUND,0.44,D,IF,EX,EX,VG,NON,,4.84,4.88,3.02,62.2,57,None,GIA,MED to STK,100%,Not brown,,,Shivam Jewels,,-35.00%,1290,2931.5,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7358119078.pdf,,,,IN,N,30e7f681-ab85-4b0e-b046-c4b9abd2ef1e
2380,G424-136249,6355003891,ROUND,0.55,I,VVS2,EX,EX,EX,NON,,5.27,5.31,3.22,60.9,59,None,GIA,THN to STK,100%,Not brown,,,Shivam Jewels,,-39.45%,996,1810.49,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/895a2a4f-e8ea-48b9-aba8-bac268b41044.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6355003891.pdf,,,,HK,N,30e7f681-ab85-4b0e-b046-c4b9abd2ef1e
2381,NR04273030461,6342462020,ROUND,0.71,D,VS2,VG,EX,VG,NON,,5.57,5.49,3.58,64.7,55,NON,GIA,MED to THK,,,,,China Star ,,-50.19%,1849,2603.82,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/41aa85a8-66ae-43a3-b700-73202cf44a4e.jpg,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&c=Page&cid=1355954554547&reportno=6342462020,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
2382,LD19103070,1335891828,ROUND,0.25,D,VVS2,EX,EX,EX,NON,,4.05,4.04,2.48,61.4,56,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,,15.00%,476,1902.52,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/b2a387b5-2b8a-4c73-88f2-1eba14fee75f.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19103070.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
2383,LD20022412,7341946597,ROUND,0.61,J,VS2,EX,EX,EX,FNT,,5.46,5.43,3.36,61.8,60,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,,-35.00%,942,1544.18,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/c7445ac4-8221-4939-ba6e-4c3ff8a142de.jpg,,,,,HK,N,523f5320-903b-4939-8f99-c88e0d49c77b
2384,493812,5346600176,ROUND,0.51,F,SI1,EX,EX,EX,NON,,5.14,5.11,3.19,62.1,57,NON,GIA,MED to STK,,Not brown,Not green,,Janam Corporation Pvt Ltd,,-26.56%,1191,2335.49,,,,TRUE,,,,IN,Y,c238a51d-5b9e-40fb-ac80-7dad05bef5e5
2385,G424-135986,1357010853,PEAR,0.8,I,VVS2,-,EX,VG,NON,,7.65,5.01,3.27,65.1,60,None,GIA,THN to VTK,100%,,,,Shivam Jewels,,-38.21%,1419,1773.38,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/e2163f0e-589f-418f-82ff-af2b7828f5f2.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1357010853.pdf,,,,IN,N,30e7f681-ab85-4b0e-b046-c4b9abd2ef1e
2386,LD19093711,1339795047,PEAR,0.5,E,VS2,-,VG,VG,FNT,,6.97,4.38,2.64,60.2,56,NON,GIA,THK to VTK,100%,Not brown,Not green,Not milky,Laxmi,,-42.00%,784,1568,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly93d3cuY2VydGlmaWVkc3RvbmUuaW5mby92aWV3ZXIvVmlzaW9uMzYwLmh0bWw/ZD1MRDE5MDkzNzEx,128,https://nivoda-images.s3.eu-west-2.amazonaws.com/22a9e61b-ca65-4e44-a996-2eef7f0ac2d3.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19093711.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
2387,453120,5353023870,ROUND,0.54,I,VS2,EX,EX,EX,MED,Blue,5.23,5.21,3.24,62.1,58,NON,GIA,MED to STK,,Not brown,Not green,,Janam Corporation Pvt Ltd,,-28.93%,1066,1974.44,,,,,,,,IN,Y,c238a51d-5b9e-40fb-ac80-7dad05bef5e5
2388,G425-135075,3345872436,ROUND,1.01,K,SI2,EX,VG,VG,NON,,6.36,6.4,4,62.6,56,None,GIA,MED to STK,70%,Not brown,,,Shivam Jewels,,-50.42%,1848,1829.5,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/06ac28a4-7ad2-4180-b64b-b8d34389acf7.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/3345872436.pdf,,,,IN,N,30e7f681-ab85-4b0e-b046-c4b9abd2ef1e
2389,G425-134529,6204908461,ROUND,1,I,SI2,EX,EX,EX,NON,,6.38,6.41,3.93,61.5,59,None,GIA,MED to STK,80%,Not brown,,,Shivam Jewels,,-48.35%,2594,2594.12,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/90591943-9540-460e-af13-27a339a48d78.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6204908461.pdf,,,,IN,N,30e7f681-ab85-4b0e-b046-c4b9abd2ef1e
2390,JD04033135998,6342589099,ROUND,0.6,D,VVS1,EX,EX,EX,NON,,5.36,5.4,3.38,62.8,56,None,GIA,MED to STK,100%,,,,China Star ,,-32.26%,2166,3610.55,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/ab652244-1782-44ea-8c5c-6b65c275d792.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6342589099.pdf,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
2391,LD19094460,1335815932,ROUND,0.51,H,VVS1,EX,EX,EX,FNT,,5.1,5.07,3.21,63.1,56,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,,-41.05%,1052,2063.12,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly93d3cuY2VydGlmaWVkc3RvbmUuaW5mby92aWV3ZXIvVmlzaW9uMzYwLmh0bWw/ZD1MRDE5MDk0NDYw,128,https://nivoda-images.s3.eu-west-2.amazonaws.com/9114abdd-bd65-40b9-8e4a-d2167349c187.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19094460.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
2392,LD20020927,2344881598,ROUND,1.32,J,VS1,EX,EX,EX,NON,,6.96,6.99,4.38,62.8,59,None,GIA,STK,100%,Not brown,Not green,Not milky,Laxmi,,-29.44%,5251,3977.83,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/3b4b581b-e033-421c-a2b2-3a166f34829d.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2344881598.pdf,,,,HK,N,523f5320-903b-4939-8f99-c88e0d49c77b
2393,G427-135554,2.00E+11,ROUND,1.01,I,SI2,VG,EX,EX,NON,,6.36,6.39,3.89,61,62,0,HRD,MED,70%,,,,Shivam Jewels,,-59.16%,2072,2051.19,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/fc9ecb54-c446-492d-9c88-77a42205d265.jpg,,,,,IN,N,30e7f681-ab85-4b0e-b046-c4b9abd2ef1e
2394,G425-137336,2.00E+11,MARQUISE,0.92,I,SI2,-,EX,VG,NON,,9.46,5.11,3.25,63.6,52,0,HRD,MED,80%,Not brown,,,Shivam Jewels,,-57.00%,1338,1454.48,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly9zandvcmxkaW1nLmF6dXJlZWRnZS5uZXQvc2ppbWcvaW1hZ2VzL1Zpc2lvbjM2MC5odG1sP2Q9RzQyNS0xMzczMzY=,256,https://nivoda-images.s3.eu-west-2.amazonaws.com/2e8b8096-0559-4120-bd6f-804162dea5f2.jpg,http://ws2.hrdantwerp.com/HRD.CertificateService.WebAPI/certificate?certificateNumber=200000051706&certificateType=CERT,,,,IN,N,30e7f681-ab85-4b0e-b046-c4b9abd2ef1e
2395,G427-134593,2.00E+11,PEAR,2.01,I,SI2,-,VG,VG,NON,,11.33,6.82,4.28,62.8,59,0,HRD,MED,80%,Not brown,,,Shivam Jewels,,-47.00%,7501,3731.63,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/d7e76665-2532-46ff-81b5-d80c15dcf51b.jpg,http://ws2.hrdantwerp.com/HRD.CertificateService.WebAPI/certificate?certificateNumber=200000056120&certificateType=CERT,,,,IN,N,30e7f681-ab85-4b0e-b046-c4b9abd2ef1e
2396,G425-137291,2357047514,ROUND,0.8,F,SI2,EX,EX,EX,FNT,,6.01,6.04,3.68,61.1,57,None,GIA,THN to MED,85%,Not brown,,,Shivam Jewels,,-35.76%,1738,2172.92,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/d0f9ba8f-7057-4563-b57d-45d2de0d1ef6.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2357047514.pdf,,,,HK,N,30e7f681-ab85-4b0e-b046-c4b9abd2ef1e
2397,LD19065823,7338097924,MARQUISE,0.9,D,VS1,-,EX,VG,NON,,10.21,4.98,3.08,61.8,58,None,GIA,MED to THK,100%,Not brown,Not green,Not milky,Laxmi,,-37.00%,3429,3809.92,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly93d3cuY2VydGlmaWVkc3RvbmUuaW5mby92aWV3ZXIvVmlzaW9uMzYwLmh0bWw/ZD1MRDE5MDY1ODIz,128,https://nivoda-images.s3.eu-west-2.amazonaws.com/7b1bf6b2-d65c-4c7b-8b5c-a3235ce7d205.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7338097924.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
2398,490281,6331154668,ROUND,0.6,I,VS2,EX,VG,EX,NON,,5.4,5.39,3.35,62.1,56,NON,GIA,STK,,Not brown,Not green,,Janam Corporation Pvt Ltd,,-18.17%,1359,2264.65,,,,TRUE,,,,IN,Y,c238a51d-5b9e-40fb-ac80-7dad05bef5e5
2399,YS04033137490,6342601772,ROUND,0.5,E,VVS2,VG,VG,VG,NON,,4.93,4.98,3.19,64.4,57,None,GIA,STK to THK,100%,,,,China Star ,,-51.97%,1039,2077.26,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/a62ef956-1236-49b5-9862-56ae73173e76.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6342601772.pdf,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
2400,392329,5356017932,ROUND,0.5,E,VS1,GD,EX,VG,NON,,5.01,4.94,3.22,64.7,57,NON,GIA,STK to THK,100%,Not brown,Not green,,Janam Corporation Pvt Ltd,,-43.64%,1129,2258.04,,,,,,,,IN,Y,c238a51d-5b9e-40fb-ac80-7dad05bef5e5
2401,APF-428,2217877548,PEAR,0.7,D,VS1,-,VG,VG,NON,,7.36,5,2.95,58.9,61,Small,GIA,VTN to ETK,100%,,,,AN Diamonds,,-52.00%,1515,2164.8,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2217877548.pdf,,,,IN,N,be33883a-4788-4e7c-be7a-60c088cfb705
2402,FM19031035,1357022251,ROUND,0.24,D,VVS1,EX,EX,EX,FNT,,3.97,3.98,2.46,61.8,56,None,GIA,MED,100%,Not brown,Not green,Not milky,Laxmi,,5.00%,421,1752.46,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1357022251.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
2403,AP-257,1228656464,ROUND,0.67,D,VS2,EX,EX,EX,MED,Blue,5.56,5.59,3.51,62.8,56,None,GIA,MED to STK,,,,,AN Diamonds,,-38.00%,1618,2414.9,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1228656464.pdf,,,,IN,N,be33883a-4788-4e7c-be7a-60c088cfb705
2404,LD19122153,1348336968,ROUND,1.71,I,VVS1,EX,EX,EX,FNT,,7.72,7.66,4.68,60.9,62,NON,GIA,STK,100%,Not brown,Not green,Not milky,Laxmi,,-29.00%,10348,6051.72,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/bf3984a0-1281-482c-9da1-1ca1807ecc43.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19122153.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
2405,LD19122136,2347332686,ROUND,0.91,K,VS2,VG,EX,EX,NON,,6.06,6.02,3.9,64.5,57,NON,GIA,MED to THK,100%,,,Not milky,Laxmi,,-45.73%,1671,1835.71,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/7c2ee322-efa2-4b52-9bfc-5e69c3443788.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19122136.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
2406,LD19121854,1343309842,ROUND,0.53,D,VS2,EX,EX,EX,NON,,5.18,5.15,3.22,62.3,59,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,,-34.50%,1352,2551.23,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/e6da3115-4b61-4ddf-8c15-e4deb12530f0.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19121854.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
2407,811D-653,7302204689,ROUND,0.3,D,I1,EX,EX,EX,NON,,4.35,4.33,2.66,61.3,57,NON,GIA,THN to STK,,Not brown,Not green,Not milky,HVK,,-39.00%,305,1015,,,,TRUE,,,,IN,N,f95fe61a-0dd0-4cdc-ab3c-5e8c5869a2df
2408,LD19122141,2347332476,ROUND,1.31,I,VS2,EX,EX,EX,NON,,6.98,6.92,4.38,63.1,57,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,,-26.22%,6043,4613.11,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/5f0bfe71-b10c-4e9e-a815-d277a7bd67fa.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19122141.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
2409,LD19121434,2347301271,PEAR,2.02,H,SI2,-,EX,EX,FNT,,10.97,7.17,4.29,59.8,58,NON,GIA,THK,100%,Not brown,Not green,Not milky,Laxmi,,-32.18%,10151,5025.48,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/868725dc-de4b-4d15-83de-1a338c61486a.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19121434.pdf,,,,HK,N,523f5320-903b-4939-8f99-c88e0d49c77b
2410,AND167,7296071672,OVAL,0.7,D,VS1,-,EX,VG,FNT,,6.56,4.85,3.29,67.8,59,None,GIA,THK to VTK,100%,,,,AN Diamonds,,-57.00%,1358,1939.3,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7296071672.pdf,,,,IN,N,be33883a-4788-4e7c-be7a-60c088cfb705
2411,LD19120871,7341297932,ROUND,1.27,K,VS2,EX,EX,EX,NON,,6.91,6.88,4.31,62.5,57,NON,GIA,MED to STK,100%,,,Not milky,Laxmi,,-37.99%,3390,2669.5,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/da0fba85-6ea6-4012-9326-435865136099.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19120871.pdf,,,,HK,N,523f5320-903b-4939-8f99-c88e0d49c77b
2412,LD20031562,7353221602,ROUND,0.3,F,VVS2,EX,EX,EX,NON,,4.26,4.29,2.65,61.9,59,None,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,,-30.50%,510,1698.5,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly9jZXJ0aWZpZWRzdG9uZS5pbmZvL3ZpZXdlci92aXNpb24zNjAuaHRtbD9kPUxEMjAwMzE1NjI=,16,https://nivoda-images.s3.eu-west-2.amazonaws.com/d7b0429a-b6a8-4b15-80f1-6ed957187c57.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7353221602.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
2413,HK1435640,6355256041,ROUND,0.53,J,VVS1,EX,EX,EX,NON,,5.14,5.17,3.25,63,56,None,GIA,THN to STK,100%,,,Not milky,Hari Krishna,,-37.88%,886,1671.64,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6355256041.pdf,,,,HK,N,1d8066ed-4b96-490d-9dd5-e68a649fd592
2414,201723-GC,7348736303,ROUND,0.7,H,SI1,GD,VG,GD,NON,,5.52,5.43,3.57,65.1,54,NON,GIA,THK to VTK,,,,,Vaishali Gems,,-52.00%,1206,1722.86,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/cf352def-1389-4ec8-ac88-d4f70c5ec520.jpg,TRUE,,,,HK,Y,0f73b5bb-6b58-4f06-964b-d20097ee9d3b
2415,LD19121749,6341321893,ROUND,1,I,SI1,GD,EX,EX,NON,,6.12,6.08,4.06,66.6,57,NON,GIA,THK to VTK,90%,Not brown,Not green,Not milky,Laxmi,,-52.79%,2807,2806.82,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/0afd5057-64c2-4814-87f6-130824703b48.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19121749.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
2416,LD19121549,6341309265,ROUND,1.03,F,VS1,EX,EX,EX,STG,Blue,6.44,6.41,3.99,62,59,NON,GIA,STK,100%,Not brown,Not green,Not milky,Laxmi,,-53.19%,4645,4509.67,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/be8cf5e1-5a01-4d2a-8864-de2f3fcad12c.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19121549.pdf,,,,HK,N,523f5320-903b-4939-8f99-c88e0d49c77b
2417,LD19121065,3345298039,ROUND,1.02,J,SI1,GD,EX,EX,NON,,6.17,6.15,4.07,66.1,57,NON,GIA,STK to VTK,100%,Not brown,Not green,Not milky,Laxmi,,-50.54%,2534,2484.23,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/764161d2-9627-4188-888f-0c1036162cfc.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19121065.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
2418,RLD19051549,1.90E+11,ROUND,2.03,E,SI2,EX,EX,EX,STG,,8.01,8.05,5.03,62.6,58,0,HRD,MED,90%,Not brown,Not green,Not milky,Laxmi,,-58.48%,9000,4433.52,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/19aacec1-3b65-4deb-a40b-986f528afa46.jpg,http://ws2.hrdantwerp.com/HRD.CertificateService.WebAPI/certificate?certificateNumber=190000080290&certificateType=CERT,,,,HK,N,523f5320-903b-4939-8f99-c88e0d49c77b
2419,LD19122129,6342332605,ROUND,1.21,J,SI1,EX,EX,EX,NON,,6.79,6.76,4.22,62.3,61,NON,GIA,STK,100%,Not brown,Not green,Not milky,Laxmi,,-37.28%,3812,3150.12,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/fb29e9fc-efc3-4111-b30f-436659d6a5f7.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19122129.pdf,,,,HK,N,523f5320-903b-4939-8f99-c88e0d49c77b
2420,201373-GC,7346684100,ROUND,0.7,H,SI2,GD,VG,GD,NON,,5.54,5.45,3.63,66.1,54,NON,GIA,STK to VTK,,,,,Vaishali Gems,,-50.00%,1045,1492.86,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/365ab263-96ce-49f9-aa84-baebc24fbfdd.jpg,TRUE,,,,HK,Y,0f73b5bb-6b58-4f06-964b-d20097ee9d3b
2421,64686-GCC,6335031182,ROUND,0.5,D,SI1,F,EX,F,MED,Blue,4.7,4.81,3.36,70.7,56,None,GIA,MED to VTK,,,,,Vaishali Gems,,-59.80%,713,1426.8,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6335031182.pdf,,,,HK,Y,0f73b5bb-6b58-4f06-964b-d20097ee9d3b
2422,LD19122790,2347357875,ROUND,1.03,I,SI1,GD,EX,EX,NON,,6.17,6.11,4.09,66.6,58,NON,GIA,VTK,100%,Not brown,Not green,Not milky,Laxmi,,-50.25%,3046,2957.52,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/c673d362-95f6-43ae-96e8-3e6f78ddc0ee.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19122790.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
2423,LD19032455,2327259164,ROUND,0.7,H,VS1,VG,EX,VG,FNT,,5.5,5.58,3.56,64.2,56,None,GIA,MED to THK,100%,Not brown,Not green,Not milky,Laxmi,,-47.00%,1559,2227.33,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly93d3cuY2VydGlmaWVkc3RvbmUuaW5mby92aWV3ZXIvVmlzaW9uMzYwLmh0bWw/ZD1MRDE5MDMyNDU1,128,https://nivoda-images.s3.eu-west-2.amazonaws.com/38d0ca01-db62-47c5-bb87-3245ec40cb1a.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2327259164.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
2424,LD20028178,3355100681,ROUND,0.96,E,VVS1,EX,EX,EX,FNT,,6.27,6.3,3.95,62.9,57,None,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,,-34.13%,6028,6279.23,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/0138c6e3-34f8-4ebe-9703-fdbc857a6d41.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/3355100681.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
2425,LD19122788,6341357118,ROUND,0.9,E,VVS2,EX,EX,EX,NON,,6.17,6.13,3.89,63.2,57,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,,-40.09%,4643,5158.56,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/4aec83f5-3839-4bcf-bd63-191955dafbba.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19122788.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
