ID,stock_id,ReportNo,shape,carats,col,clar,cut,pol,symm,flo,floCol,length,width,height,depth,table,culet,lab,girdle,eyeclean,brown,green,milky,actual_supplier,discount,price,price_per_carat,video,video_frames,image,pdf,mine_of_origin,canada_mark_eligble,,supplier_name
1856,67J1-33A1,1349816028,EMERALD,0.3,E,VS2,-,EX,EX,NON,,4.49,3.33,2.16,65,65,NON,GIA,THK to VTK,,Not brown,,Not milky,unknown,-40.00%,306,1020,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/67J1-33A1/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/67J1-33A1.pdf,,,,
1857,622182,2324417086,ROUND,0.3,J,SI1,EX,EX,EX,FNT,,4.38,4.35,2.62,60,59,NON,GIA,MED to STK,,Not brown,Not green,,unknown,-27.23%,327.44,1091.47,,,,TRUE,,,,
1858,L288013802,6342714416,ROUND,0.3,F,SI1,VG,EX,EX,NON,,4.37,4.39,2.57,58.7,63,,GIA,Slight Thick,100%,Not brown,Not green,Not milky,unknown,-42.53%,327.6,1092,,,,,,,,
1859,69J1-9A1,7342843636,EMERALD,0.3,E,SI2,-,EX,VG,NON,,4.47,3.32,2.15,,70,,GIA,,,Not brown,,Not milky,unknown,-46.00%,243,810,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/69J1-9A1/still.jpg,,,,,
1860,620204302,2346455554,ROUND,0.3,K,VS1,VG,EX,VG,NON,,4.4,4.34,2.57,58.7,65,NON,GIA,MED to THK,100%,,,Not milky,unknown,-44.13%,251.4,838,,,,http://www.pkstone.co.in/PK/CERTI/2346455554.jpg,,,,
1861,F5-9,2318305449,ROUND,0.3,I,SI2,VG,VG,GD,FNT,,4.3,4.31,2.66,,54,,GIA,,,Not brown,,Not milky,unknown,-41.00%,265.5,885,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/F5-9/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/F5-9.pdf,,,,
1862,L288006502,1343627478,ROUND,0.3,H,VVS2,EX,VG,EX,NON,,4.33,4.3,2.64,61.2,60,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,unknown,-37.00%,396.9,1323,,,,http://www.pkstone.co.in/PK/CERTI/1343627478.jpg,,,,
1863,L288015802,7341728186,ROUND,0.3,E,VVS1,EX,EX,VG,NON,,4.34,4.37,2.62,60.2,61,,GIA,Medium,100%,Not brown,Not green,Not milky,unknown,-28.00%,604.8,2016,,,,,,,,
1864,102871-IBR,345852761,MARQUISE,0.3,G,VS1,-,VG,VG,FNT,,7.84,3.53,1.84,52.1,67,,IGI,VERY THICK,100%,,,,unknown,-51.20%,234.24,780.8,,,http://220.158.137.43/imaged/102871/still.jpg,TRUE,,,,
1865,L291026102,6345960159,ROUND,0.3,H,VS1,EX,EX,EX,NON,,4.34,4.3,2.64,61,60,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,unknown,-28.65%,428.1,1427,,,,,,,,
1866,SARADIAMONDSPRIVATELIMITED200989,6107521336,ROUND,0.3,F,VS1,VG,GD,VG,NON,,4.3,4.26,2.63,61.4,56,NON,GIA,THN to STK,100%,,,,unknown,-40.00%,414,1380,,,,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2015/10/8/6107521336.pdf,,,,
1867,4J-22A1,341892618,ROUND,0.3,H,VVS2,EX,EX,EX,STG,,4.31,4.35,2.62,,62,,IGI,,,Not brown,,Not milky,unknown,-38.00%,390.6,1302,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/4J-22A1/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/4J-22A1.pdf,,,,
1868,622801502,6342627559,ROUND,0.3,K,VS2,VG,EX,EX,NON,,4.44,4.41,2.56,57.8,63,NON,GIA,THN to STK,100%,,,Not milky,unknown,-39.71%,253.2,844,,,,http://www.pkstone.co.in/PK/CERTI/6342627559.jpg,,,,
1869,L279034101,1343235157,ROUND,0.3,J,SI2,EX,EX,EX,FNT,,4.31,4.27,2.66,62,60,NON,GIA,MED to STK,100%,Not brown,Not green,Very Light Milky,unknown,-48.64%,215.7,719,,,,http://www.pkstone.co.in/PK/CERTI/1343235157.jpg,,,,
1870,62807-GE,7328889271,ROUND,0.3,I,VVS2,EX,EX,EX,FNT,,4.27,4.24,2.66,62.5,56,NON,GIA,STK,100%,,,,unknown,-48.90%,306.6,1022,,,http://220.158.137.43/imaged/62807/still.jpg,TRUE,,,,
1871,89H1-5A1,7308053658,ROUND,0.3,G,I1,VG,EX,VG,MED,,4.35,4.4,2.57,,61,,GIA,,,Not brown,,Not milky,unknown,-26.00%,288.6,962,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/89H1-5A1/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/89H1-5A1.pdf,,,,
1872,625300402,5353051162,ROUND,0.3,E,SI2,VG,VG,GD,NON,,4.23,4.18,2.65,63.1,56,NON,GIA,THN to THK,100%,Not brown,Not green,Not milky,unknown,-41.41%,298.8,996,,,,,,,,
1873,338001,2346683928,ROUND,0.3,F,VVS2,EX,EX,EX,NON,,4.35,4.33,2.64,60.9,58,NON,GIA,MED to STK,100%,Not brown,Not green,,unknown,-28.03%,539.74,1799.13,,,,TRUE,,,,
1874,621700102,2344627696,ROUND,0.3,K,IF,EX,VG,EX,FNT,,4.33,4.31,2.65,61.2,55,NON,GIA,MED,100%,,,Not milky,unknown,-51.44%,262.2,874,,,,http://www.pkstone.co.in/PK/CERTI/2344627696.jpg,,,,
1875,499132,2327969185,MARQUISE,0.3,H,VS2,-,EX,VG,STG,Blue,6.93,3.56,2.11,59.1,62,NON,GIA,STK to VTK,,Not brown,Not green,,unknown,-30.29%,292.79,975.97,,,,TRUE,,,,
1876,101835-GE,6311170158,ROUND,0.3,I,VVS2,EX,EX,VG,FNT,,4.29,4.23,2.67,62.7,58,NON,GIA,MED to STK,100%,,,,unknown,-47.80%,313.2,1044,,,http://220.158.137.43/imaged/101835/still.jpg,TRUE,,,,
1877,SARADIAMONDSPRIVATELIMITED201837,1347647801,ROUND,0.3,F,SI1,GD,VG,VG,NON,,4.31,4.36,2.54,58.5,63,,GIA,Slightly Thick - Thick,,,,,unknown,-46.00%,307.8,1026,,,,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2020/1/20/1347647801.pdf,,,,
1878,62361-IE,345852728,ROUND,0.3,F,VS1,EX,EX,EX,NON,,4.32,4.35,2.62,60.5,62,,IGI,MEDIUM,100%,,,,unknown,-45.70%,374.67,1248.9,,,http://220.158.137.43/imaged/62361/still.jpg,TRUE,,,,
1879,65192-GA,2336105487,ROUND,0.3,I,IF,EX,EX,EX,MED,,4.31,4.29,2.66,61.8,57,NON,GIA,STK,100%,,,,unknown,-47.50%,346.5,1155,,,http://220.158.137.43/imaged/65192/still.jpg,TRUE,,,,
1880,622810202,7341716774,ROUND,0.3,K,VS1,EX,EX,EX,NON,,4.39,4.37,2.59,59.3,62,NON,GIA,MED,100%,,,Not milky,unknown,-42.80%,257.4,858,,,,http://www.pkstone.co.in/PK/CERTI/7341716774.jpg,,,,
1881,211707602,2338695215,EMERALD,0.3,N,VS1,-,EX,VG,FNT,,4.55,3.34,2.17,64.9,63,NON,GIA,THK,100%,,,Not milky,unknown,-39.13%,146.1,487,,,http://www.pkstone.co.in/PK/bwcopy/211707602B.jpg,http://www.pkstone.co.in/PK/CERTI/2338695215.jpg,,,,
1882,9J1-23A1,2314680036,PEAR,0.3,F,SI2,-,EX,VG,FNT,,5.84,3.63,2.31,,60,,GIA,,,Not brown,,Not milky,unknown,-40.00%,252,840,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/9J1-23A1/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/9J1-23A1.pdf,,,,
1883,L292034501,6351103612,ROUND,0.3,F,VS1,GD,VG,GD,NON,,4.14,4.22,2.64,63.2,65,,GIA,Very Thick,100%,Not brown,Not green,Not milky,unknown,-45.61%,375.3,1251,,,,,,,,
1884,7NK1-3A1,7341501589,ROUND,0.3,F,SI1,VG,EX,EX,NON,,4.43,4.41,2.56,58,59,NON,GIA,MED to STK,,Not brown,,Not milky,unknown,-41.00%,336.3,1121,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/7NK1-3A1/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/7NK1-3A1.pdf,,,,
1885,L289027602,6351080620,ROUND,0.3,G,VVS2,EX,EX,EX,NON,,4.38,4.4,2.58,58.8,61,,GIA,Medium,100%,Not brown,Not green,Not milky,unknown,-31.35%,473.7,1579,,,,,,,,
1886,H10148,5343575187,OVAL,0.3,H,SI2,-,EX,VG,NON,,5.61,3.84,2.22,57.8,59,NON,GIA,STK to VTK,100%,Not brown,Not green,Not milky,unknown,-34.09%,237.28,790.93,,,http://www.bbipinexport.com/diamondimage/Realimage/H10148.jpg,http://www.bbipinexport.com/diamondimage/certiimage/gia/H10148.pdf,,,,
1887,18J2-9A4,6322481238,ROUND,0.3,D,SI2,EX,VG,EX,FNT,,4.41,4.39,2.63,59.7,56,NON,GIA,THN to STK,,Not brown,,Not milky,unknown,-46.00%,291.6,972,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/18J2-9A4/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/18J2-9A4.pdf,,,,
1888,61523-GDV,6322771810,ROUND,0.3,G,VS1,VG,EX,VG,FNT,,4.35,4.3,2.61,60.2,55,NON,GIA,THK,100%,,,,unknown,-41.40%,386.76,1289.2,,,http://220.158.137.43/imaged/61523/still.jpg,TRUE,,,,
1889,625300302,1358023531,ROUND,0.3,F,VVS1,VG,EX,VG,NON,,4.34,4.32,2.57,59.5,62,NON,GIA,MED to THK,100%,Not brown,Not green,Not milky,unknown,-39.26%,492,1640,,,,,,,,
1890,623001802,5346804459,ROUND,0.3,G,VS2,GD,VG,GD,FNT,,4.28,4.3,2.56,59.5,61,,GIA,Very Thick,100%,Not brown,Not green,Not milky,unknown,-42.85%,342.9,1143,,,,http://www.pkstone.co.in/PK/CERTI/5346804459.jpg,,,,
1891,69806-IB,400903287,PRINCESS,0.3,G,VS1,-,,,NON,,3.8,3.67,2.62,71.4,74.5,POINTED,IGI,THN to MED,100%,,,,unknown,-44.00%,268.8,896,,,http://220.158.137.43/imaged/69806/still.jpg,,,,,
1892,622412802,5343585644,ROUND,0.3,G,VS1,EX,EX,VG,MED,Blue,4.3,4.26,2.65,61.8,58,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,unknown,-45.50%,359.7,1199,,,,http://www.pkstone.co.in/PK/CERTI/5343585644.jpg,,,,
1893,70852-GE,7346966526,ROUND,0.3,H,VVS2,EX,EX,EX,NON,,4.3,4.27,2.69,62.8,56,NON,GIA,MED,100%,,,,unknown,-41.10%,371.07,1236.9,,,http://220.158.137.43/imaged/70852/still.jpg,,,,,
1894,7NK1-12A8,407900139,PEAR,0.3,G,VS1,-,VG,VG,NON,,5.81,3.7,2.38,,58,,IGI,,,Not brown,,Not milky,unknown,-35.00%,312,1040,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/7NK1-12A8/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/7NK1-12A8.pdf,,,,
1895,69J2-14A1,1358037672,ROUND,0.3,E,I1,EX,VG,EX,NON,,4.32,4.36,2.66,,60,,GIA,,,Not brown,,Not milky,unknown,-34.00%,297,990,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/69J2-14A1/still.jpg,,,,,
1896,622702802,1347629196,ROUND,0.3,H,SI1,VG,EX,GD,MED,Blue,4.34,4.3,2.62,60.8,61,NON,GIA,THN to STK,100%,Not brown,Not green,Not milky,unknown,-46.18%,274.5,915,,,,http://www.pkstone.co.in/PK/CERTI/1347629196.jpg,,,,
1897,59055-GF,1323524193,ROUND,0.3,K,VS2,EX,EX,VG,FNT,,4.31,4.25,2.67,62.4,59,NON,GIA,STK,,,,,unknown,-49.30%,212.94,709.8,,,http://220.158.137.43/imaged/59055/still.jpg,TRUE,,,,
1898,70002-GB,5343548604,ROUND,0.3,F,VS1,EX,EX,EX,MED,Blue,4.32,4.29,2.68,62.3,56,NON,GIA,MED to STK,100%,,,,unknown,-44.20%,385.02,1283.4,,,http://220.158.137.43/imaged/70002/still.jpg,TRUE,,,,
1899,41J5-1A1,380986869,EMERALD,0.3,I,VS1,-,VG,VG,FNT,,4.46,3.3,2.05,,66,,IGI,,,Not brown,,Not milky,unknown,-42.00%,226.2,754,https://nivoda-images.s3.amazonaws.com/aHR0cDovLzk2LjEyNS4xNzIuMTc0L0tCRy9maWxlcy9EaWEgSW1hZ2UvdmlkZW8vNDFKNS0xQTEuaHRtbA==,128,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/41J5-1A1/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/41J5-1A1.pdf,,,,
1900,6J3-3A1,345851149,ROUND,0.3,H,VS1,EX,EX,EX,STG,,4.28,4.32,2.65,,57,,IGI,,,Not brown,,Not milky,unknown,-39.00%,366,1220,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/6J3-3A1/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/6J3-3A1.pdf,,,,
1901,622101504,2346628129,ROUND,0.3,J,VVS2,EX,EX,EX,NON,,4.39,4.36,2.59,59.3,60,NON,GIA,THN to STK,100%,Not brown,Not green,Not milky,unknown,-39.22%,328.2,1094,,,,http://www.pkstone.co.in/PK/CERTI/2346628129.jpg,,,,
1902,70339-GB,2347685097,ROUND,0.3,F,VS1,EX,EX,EX,NON,,4.28,4.25,2.67,62.7,57,NON,GIA,MED to STK,100%,,,,unknown,-34.60%,451.26,1504.2,,,http://220.158.137.43/imaged/70339/still.jpg,TRUE,,,,
1903,58J1-26A1,2348200451,PEAR,0.3,F,VS2,-,VG,EX,NON,,5.85,3.81,2.29,60,63,NON,GIA,STK to VTK,,Not brown,,Not milky,unknown,-32.00%,326.4,1088,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/58J1-26A1/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/58J1-26A1.pdf,,,,
1904,69J2-15A1,3355014387,ROUND,0.3,G,SI1,EX,EX,EX,NON,,4.36,4.33,2.6,59.8,60,NON,GIA,MED to STK,,Not brown,,Not milky,unknown,-36.00%,345.6,1152,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/69J2-15A1/still.jpg,,,,,
1905,12J4-41A1,6321072998,ROUND,0.3,J,VVS2,EX,EX,EX,STG,Blue,4.31,4.28,2.7,62.9,57,NON,GIA,MED to STK,,Not brown,,Not milky,unknown,-42.00%,313.2,1044,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/12J4-41A1/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/12J4-41A1.pdf,,,,
1906,L292031901,2354104585,ROUND,0.3,G,VVS2,EX,EX,EX,NON,,4.33,4.35,2.64,60.9,60,,GIA,Slight Thick,100%,Not brown,Not green,Not milky,unknown,-30.48%,479.7,1599,,,,,,,,
1907,12J3-47A1,355960454,OVAL,0.3,G,IF,-,VG,VG,NON,,5.26,3.81,2.36,,61.5,,IGI,,,Not brown,,Not milky,unknown,-43.00%,342,1140,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/12J3-47A1/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/12J3-47A1.pdf,,,,
1908,6J3-12A1,345851147,ROUND,0.3,J,VVS1,EX,EX,EX,FNT,,4.27,4.3,2.66,,58.5,,IGI,,,Not brown,,Not milky,unknown,-41.00%,336.3,1121,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/6J3-12A1/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/6J3-12A1.pdf,,,,
1909,L289018901,1348886365,ROUND,0.3,E,SI1,EX,EX,VG,NON,,4.31,4.28,2.68,62.4,55,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,unknown,-42.05%,347.7,1159,,,,,,,,
1910,65144-GD,2337044946,ROUND,0.3,I,VVS2,EX,EX,VG,FNT,,4.3,4.24,2.64,61.8,58,NON,GIA,STK,100%,,,,unknown,-46.00%,324,1080,,,http://220.158.137.43/imaged/65144/still.jpg,TRUE,,,,
1911,69256-GD,6342026344,ROUND,0.3,H,VVS1,EX,EX,EX,NON,,4.3,4.27,2.69,62.8,57,NON,GIA,MED to STK,100%,,,,unknown,-38.30%,407.22,1357.4,,,http://220.158.137.43/imaged/69256/still.jpg,TRUE,,,,
1912,72J-3A1,2347939613,ROUND,0.3,D,IF,VG,EX,VG,MED,Blue,4.4,4.38,2.57,58.6,63,NON,GIA,MED to STK,100%,Not brown,,Not milky,unknown,-51.00%,558.6,1862,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/72J-3A1/still.jpg,,,,,
1913,61533-GB,2326694727,ROUND,0.3,I,VVS2,EX,EX,VG,FNT,,4.29,4.24,2.68,62.8,58,NON,GIA,STK,100%,,,,unknown,-46.80%,319.2,1064,,,http://220.158.137.43/imaged/61533/still.jpg,TRUE,,,,
1914,69J2-11,7346967050,ROUND,0.3,I,VS2,EX,EX,EX,FNT,,4.33,4.37,2.65,,58,,GIA,,,Not brown,,Not milky,unknown,-38.00%,334.8,1116,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/69J2-11/still.jpg,,,,,
1915,606000108,6322744310,ROUND,0.3,,VVS1,GD,EX,EX,NON,,4.37,4.4,2.62,59.7,62,,GIA,Slight Thick,100%,Light Brown,,Not milky,unknown,0.00%,161.4,538,,,,http://www.pkstone.co.in/PK/CERTI/6322744310.jpg,,,,
1916,44575-GA,2338381208,PEAR,0.3,Very Light Pink,SI2,-,EX,GD,NON,,5.23,3.5,2.23,63.6,59,NON,GIA,VTK to ETK,,,,,unknown,0.00%,866.4,2888,,,http://220.158.137.43/imaged/44575/still.jpg,TRUE,,,,
1917,623411502,2347665180,ROUND,0.3,I,VVS1,EX,VG,EX,NON,,4.34,4.35,2.59,59.7,62,,GIA,Slight Thick,100%,Not brown,Not green,Not milky,unknown,-44.76%,348,1160,,,,http://www.pkstone.co.in/PK/CERTI/2347665180.jpg,,,,
1918,L287006701,1345778724,ROUND,0.3,H,VS1,VG,VG,VG,FNT,,4.28,4.22,2.68,63.1,59,NON,GIA,STK to THK,100%,Not brown,Not green,Not milky,unknown,-37.70%,373.8,1246,,,,http://www.pkstone.co.in/PK/CERTI/1345778724.jpg,,,,
1919,62J1-49A1,5346277567,ROUND,0.3,G,VVS2,EX,EX,VG,NON,,4.35,4.31,2.62,60.4,59,NON,GIA,MED to STK,100%,Not brown,,Not milky,unknown,-35.00%,448.5,1495,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/62J1-49A1/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/62J1-49A1.pdf,,,,
1920,44749-GBXV,1309842054,ROUND,0.3,H,SI1,EX,EX,EX,FNT,,4.31,4.29,2.65,61.7,57,NON,GIA,MED,,,,,unknown,-43.50%,288.15,960.5,,,http://220.158.137.43/imaged/44749/still.jpg,TRUE,,,,
1921,69J1-81A1,2344842286,ROUND,0.3,H,SI2,VG,EX,VG,NON,,4.33,4.31,2.63,60.8,56,NON,GIA,MED to THK,,Not brown,,Not milky,unknown,-36.00%,307.2,1024,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/69J1-81A1/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/69J1-81A1.pdf,,,,
1922,10J2-15A1,355933401,OVAL,0.3,H,IF,-,VG,VG,NON,,5.11,3.83,2.37,,58,,IGI,,,Not brown,,Not milky,unknown,-44.00%,302.4,1008,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/10J2-15A1/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/10J2-15A1.pdf,,,,
1923,30J1-40A1,365945123,PRINCESS,0.3,H,IF,-,VG,VG,NON,,3.86,3.72,2.44,,77,,IGI,,,Not brown,,Not milky,unknown,-40.00%,324,1080,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/30J1-40A1/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/30J1-40A1.pdf,,,,
1924,L288011002,6342728102,ROUND,0.3,D,VS1,EX,EX,EX,NON,,4.32,4.35,2.63,60.8,59,,GIA,Slight Thick,100%,Not brown,Not green,Not milky,unknown,-24.38%,589.8,1966,,,,http://www.pkstone.co.in/PK/CERTI/6342728102.jpg,,,,
1925,50H2-1A1,286702800,PEAR,0.3,I,VVS1,-,VG,VG,NON,,5.88,4.01,2.18,,61.5,,IGI,,,Not brown,,Not milky,unknown,-45.00%,247.5,825,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/50H2-1A1/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/50H2-1A1.pdf,,,,
1926,51J-4A1,1335854391,ROUND,0.3,G,I1,EX,EX,EX,NON,,4.34,4.33,2.66,61.4,58,NON,GIA,MED,,Not brown,,Not milky,unknown,-23.00%,300.3,1001,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/51J-4A1/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/51J-4A1.pdf,,,,
1927,50850-GA,3315734810,ROUND,0.3,I,IF,EX,EX,EX,NON,,4.31,4.27,2.68,62.4,56,NON,GIA,MED,100%,Not brown,,,unknown,-42.80%,377.52,1258.4,,,http://220.158.137.43/imaged/50850/still.jpg,TRUE,,,,
1928,L289024502,6345844057,ROUND,0.3,J,VS1,EX,VG,VG,FNT,,4.29,4.33,2.61,60.5,62,,GIA,Slight Thick,100%,,,Not milky,unknown,-38.29%,314.7,1049,,,,http://www.pkstone.co.in/PK/CERTI/6345844057.jpg,,,,
1929,72H1-139A1,310847280,PEAR,0.3,H,IF,-,VG,VG,NON,,6.05,3.76,2.24,,62.5,,IGI,,,Not brown,,Not milky,unknown,-40.00%,324,1080,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/72H1-139A1/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/72H1-139A1.pdf,,,,
1930,L292021301,1358080716,ROUND,0.3,E,VVS2,EX,EX,EX,NON,,4.35,4.37,2.65,60.8,60,,GIA,Slight Thick,100%,Not brown,Not green,Not milky,unknown,-27.88%,562.5,1875,,,,,,,,
1931,58J1-5A1,6342079154,PRINCESS,0.3,D,VVS1,-,EX,VG,NON,,3.66,3.65,2.65,72.5,73,NON,GIA,STK to VTK,100%,Not brown,,Not milky,unknown,-35.00%,487.5,1625,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/58J1-5A1/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/58J1-5A1.pdf,,,,
1932,624603802,6355051198,ROUND,0.3,F,VS2,VG,VG,VG,NON,,4.24,4.2,2.68,63.6,61,NON,GIA,MED to THK,100%,Not brown,Not green,Not milky,unknown,-40.10%,377.4,1258,,,,,,,,
1933,50J2-5A2,389905344,ROUND,0.3,I,VS2,VG,EX,EX,NON,,4.21,4.23,2.67,,58,,IGI,,,Not brown,,Not milky,unknown,-46.00%,291.6,972,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/50J2-5A2/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/50J2-5A2.pdf,,,,
1934,L292025501,1355104884,ROUND,0.3,D,VVS2,EX,VG,VG,FNT,,4.22,4.26,2.65,62.5,58,,GIA,Slight Thick,100%,Not brown,Not green,Not milky,unknown,-39.86%,505.2,1684,,,,,,,,
1935,68h1-22a1,301763972,ROUND,0.3,K,VVS2,EX,EX,EX,NON,,4.32,4.35,2.6,,60.5,,IGI,,,Not brown,,Not milky,unknown,-39.00%,292.8,976,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/68h1-22a1/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/68h1-22a1.pdf,,,,
1936,625101003,1343917985,ROUND,0.3,F,VS2,GD,VG,GD,FNT,,4.15,4.2,2.61,62.6,63,,GIA,Very Thick,100%,Not brown,Not green,Not milky,unknown,-44.19%,351.6,1172,,,,,,,,
1937,SARADIAMONDSPRIVATELIMITED202489,1345838908,ROUND,0.3,I,VS1,VG,EX,EX,FNT,,4.29,4.27,2.64,61.5,59,NON,GIA,MED to THK,100%,,,,unknown,-40.00%,342,1140,,,,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2020/2/6/1345838908.pdf,,,,
1938,57447-GD,6321387953,ROUND,0.3,I,VVS1,EX,EX,VG,FNT,,4.3,4.27,2.66,62,58,NON,GIA,STK,100%,,,,unknown,-49.30%,319.41,1064.7,,,http://220.158.137.43/imaged/57447/still.jpg,TRUE,,,,
1939,54222-GE,6315950098,ROUND,0.3,I,VVS2,EX,EX,VG,STG,,4.34,4.29,2.61,60.5,62,NON,GIA,STK,100%,,,,unknown,-51.30%,292.2,974,,,http://220.158.137.43/imaged/54222/still.jpg,TRUE,,,,
1940,620704402,6341427416,EMERALD,0.3,D,SI1,-,VG,GD,NON,,4.65,3.2,2.06,64.2,65,NON,GIA,THK to VTK,100%,Not brown,Not green,Not milky,unknown,-52.00%,244.8,816,,,http://www.pkstone.co.in/PK/bwcopy/620704402B.jpg,http://www.pkstone.co.in/PK/CERTI/6341427416.jpg,,,,
1941,621600802,1343644007,EMERALD,0.3,I,VS2,-,EX,VG,MED,Blue,4.75,3.26,2.06,63.2,61,NON,GIA,THK to VTK,100%,Not brown,Not green,Not milky,unknown,-47.31%,205.5,685,,,http://www.pkstone.co.in/PK/bwcopy/621600802B.jpg,http://www.pkstone.co.in/PK/CERTI/1343644007.jpg,,,,
1942,SARADIAMONDSPRIVATELIMITED202579,6342948234,ROUND,0.3,I,SI1,EX,VG,EX,FNT,,4.36,4.34,2.68,61.6,59,NON,GIA,THN to MED,,,,,unknown,-53.00%,225.6,752,,,,,,,,
1943,SARADIAMONDSPRIVATELIMITED183044-Z,6292761565,ROUND,0.3,I,VS2,GD,EX,VG,FNT,,4.18,4.21,2.65,63.2,55,,GIA,Slightly Thick - Very Thick,,,,,unknown,-50.00%,270,900,,,,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2018/7/11/6292761565.pdf,,,,
1944,L289028201,1358045589,ROUND,0.3,J,VVS1,EX,EX,EX,FNT,,4.32,4.28,2.65,61.5,58,NON,GIA,THN to MED,100%,Light Brown,,Not milky,unknown,-48.05%,296.1,987,,,,,,,,
1945,L292009502,3345939095,ROUND,0.3,G,VS2,EX,EX,VG,NON,,4.32,4.27,2.65,61.7,59,NON,GIA,THN to STK,100%,Not brown,Not green,Not milky,unknown,-34.45%,393.3,1311,,,,,,,,
1946,SARADIAMONDSPRIVATELIMITED203112,2354056113,ROUND,0.3,H,SI1,VG,GD,VG,NON,,4.22,4.26,2.67,62.8,61,,GIA,Slightly Thick - Thick,,,,,unknown,-48.00%,265.2,884,,,,,,,,
1947,L285000502,7342665115,EMERALD,0.3,E,VVS2,-,VG,VG,NON,,4.66,3.23,2.15,66.5,62,NON,GIA,THK to VTK,100%,Not brown,Not green,Not milky,unknown,-42.00%,348,1160,,,http://www.pkstone.co.in/PK/bwcopy/L285000502B.jpg,http://www.pkstone.co.in/PK/CERTI/7342665115.jpg,,,,
1948,624210302,1345919145,ROUND,0.3,F,VS1,VG,EX,EX,NON,,4.41,4.4,2.56,58.2,63,NON,GIA,THN to MED,100%,Not brown,Not green,Not milky,unknown,-40.61%,409.8,1366,,,,,,,,
